timestamp,bpm,quality,source,restorative
2023-08-14T05:47:05.000Z,72,good,awake,False
2023-08-14T05:47:17.000Z,79,good,awake,False
2023-08-14T13:55:34.000Z,73,bad,awake,False
2023-08-14T13:55:37.000Z,68,bad,awake,False
2023-08-14T13:55:38.000Z,76,bad,awake,False
2023-08-14T14:05:16.000Z,62,bad,awake,False
2023-08-14T14:05:23.000Z,88,bad,awake,False
2023-08-14T14:05:38.000Z,117,bad,awake,False
2023-08-14T14:32:57.000Z,68,bad,awake,False
2023-08-14T14:32:58.000Z,73,bad,awake,False
2023-08-14T14:33:22.000Z,78,bad,awake,False
2023-08-14T14:38:24.000Z,88,bad,awake,False
2023-08-14T14:38:41.000Z,93,bad,awake,False
2023-08-14T14:39:02.000Z,118,bad,awake,False
2023-08-14T14:49:09.000Z,71,good,awake,False
2023-08-14T14:49:11.000Z,69,good,awake,False
2023-08-14T14:49:13.000Z,72,good,awake,False
2023-08-14T14:54:38.000Z,68,good,awake,False
2023-08-14T14:55:01.000Z,132,good,awake,False
2023-08-14T14:55:09.000Z,140,good,awake,False
2023-08-14T14:59:55.000Z,69,good,awake,False
2023-08-14T14:59:58.000Z,66,good,awake,False
2023-08-14T15:00:13.000Z,70,good,awake,False
2023-08-14T15:09:47.000Z,68,good,awake,False
2023-08-14T15:10:18.000Z,64,good,awake,False
2023-08-14T15:10:27.000Z,65,good,awake,False
2023-08-14T15:20:01.000Z,73,good,awake,False
2023-08-14T15:20:10.000Z,91,good,awake,False
2023-08-14T15:20:12.000Z,99,good,awake,False
2023-08-14T15:30:20.000Z,120,good,awake,False
2023-08-14T15:30:21.000Z,122,good,awake,False
2023-08-14T15:50:15.000Z,90,good,awake,False
2023-08-14T15:50:21.000Z,81,good,awake,False
2023-08-14T15:50:29.000Z,84,good,awake,False
2023-08-14T15:55:46.000Z,77,good,awake,False
2023-08-14T15:55:48.000Z,82,good,awake,False
2023-08-14T15:55:53.000Z,78,good,awake,False
2023-08-14T16:05:38.000Z,83,bad,awake,False
2023-08-14T16:05:39.000Z,88,bad,awake,False
2023-08-14T16:05:41.000Z,91,bad,awake,False
2023-08-14T16:11:23.000Z,121,bad,awake,False
2023-08-14T16:11:27.000Z,115,bad,awake,False
2023-08-14T16:11:33.000Z,86,bad,awake,False
2023-08-14T16:26:34.000Z,70,good,awake,False
2023-08-14T16:26:42.000Z,74,good,awake,False
2023-08-14T16:26:50.000Z,72,good,awake,False
2023-08-14T16:31:46.000Z,81,good,awake,False
2023-08-14T16:31:47.000Z,78,good,awake,False
