"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_miles","duration_seconds","rpe"
"TK Pull","25 Mar 2024, 18:26","25 Mar 2024, 18:58","","T Bar Row",0,"",0,"normal",70,10,,,
"TK Pull","25 Mar 2024, 18:26","25 Mar 2024, 18:58","","T Bar Row",0,"",1,"normal",70,10,,,
"TK Pull","25 Mar 2024, 18:26","25 Mar 2024, 18:58","","T Bar Row",0,"",2,"normal",55,10,,,
"TK Pull","25 Mar 2024, 18:26","25 Mar 2024, 18:58","","Bicep Curl (Barbell)",,"",0,"normal",50,21,,,
"TK Pull","25 Mar 2024, 18:26","25 Mar 2024, 18:58","","Bicep Curl (Barbell)",,"",1,"normal",60,21,,,
"TK Pull","25 Mar 2024, 18:26","25 Mar 2024, 18:58","","Bicep Curl (Barbell)",,"",2,"normal",60,21,,,
"TK Pull","25 Mar 2024, 18:26","25 Mar 2024, 18:58","","Bosu Ball Sit-up",1,"",0,"normal",30,20,,,
"TK Pull","25 Mar 2024, 18:26","25 Mar 2024, 18:58","","Bosu Ball Sit-up",1,"",1,"normal",30,20,,,
"TK Pull","25 Mar 2024, 18:26","25 Mar 2024, 18:58","","Side Plank Crunch",1,"",0,"normal",30,30,,,
"TK Pull","25 Mar 2024, 18:26","25 Mar 2024, 18:58","","Side Plank Crunch",1,"",1,"normal",30,30,,,
"Afternoon workout 💪","23 Mar 2024, 13:12","23 Mar 2024, 13:58","","Stretching",,"",0,"normal",,,,480,
"Afternoon workout 💪","23 Mar 2024, 13:12","23 Mar 2024, 13:58","","Leg Press (Machine)",0,"",0,"normal",270,12,,,
"Afternoon workout 💪","23 Mar 2024, 13:12","23 Mar 2024, 13:58","","Leg Press (Machine)",0,"",1,"normal",360,10,,,
"Afternoon workout 💪","23 Mar 2024, 13:12","23 Mar 2024, 13:58","","Leg Press (Machine)",0,"",2,"normal",360,10,,,
"Afternoon workout 💪","23 Mar 2024, 13:12","23 Mar 2024, 13:58","","Leg Press (Machine)",0,"",3,"normal",360,10,,,
"Afternoon workout 💪","23 Mar 2024, 13:12","23 Mar 2024, 13:58","","Calf Press (Machine)",0,"",0,"normal",270,15,,,
"Afternoon workout 💪","23 Mar 2024, 13:12","23 Mar 2024, 13:58","","Calf Press (Machine)",0,"",1,"normal",360,20,,,
"Afternoon workout 💪","23 Mar 2024, 13:12","23 Mar 2024, 13:58","","Calf Press (Machine)",0,"",2,"normal",360,20,,,
"Afternoon workout 💪","23 Mar 2024, 13:12","23 Mar 2024, 13:58","","Calf Press (Machine)",0,"",3,"normal",360,20,,,
"Afternoon workout 💪","23 Mar 2024, 13:12","23 Mar 2024, 13:58","","Hip Thrust (Machine)",,"",0,"normal",180,10,,,
"Afternoon workout 💪","23 Mar 2024, 13:12","23 Mar 2024, 13:58","","Hip Thrust (Machine)",,"",1,"normal",180,10,,,
"Afternoon workout 💪","23 Mar 2024, 13:12","23 Mar 2024, 13:58","","Hip Thrust (Machine)",,"",2,"normal",180,10,,,
"Afternoon workout 💪","23 Mar 2024, 13:12","23 Mar 2024, 13:58","","Squat (Bodyweight)",,"",0,"normal",,10,,,
"Afternoon workout 💪","23 Mar 2024, 13:12","23 Mar 2024, 13:58","","One Leg Band Lunge",,"",0,"normal",,20,,,
"Afternoon workout 💪","22 Mar 2024, 17:18","22 Mar 2024, 17:58","","Pull Up",,"",0,"normal",,10,,,
"Afternoon workout 💪","22 Mar 2024, 17:18","22 Mar 2024, 17:58","","Pull Up",,"",1,"normal",,10,,,
"Afternoon workout 💪","22 Mar 2024, 17:18","22 Mar 2024, 17:58","","Pull Up",,"",2,"normal",,10,,,
"Afternoon workout 💪","22 Mar 2024, 17:18","22 Mar 2024, 17:58","","Straight Arm Lat Pulldown (Cable)",,"",0,"normal",70,10,,,
"Afternoon workout 💪","22 Mar 2024, 17:18","22 Mar 2024, 17:58","","Straight Arm Lat Pulldown (Cable)",,"",1,"normal",85,10,,,
"Afternoon workout 💪","22 Mar 2024, 17:18","22 Mar 2024, 17:58","","Straight Arm Lat Pulldown (Cable)",,"",2,"failure",85,9,,,
"Afternoon workout 💪","22 Mar 2024, 17:18","22 Mar 2024, 17:58","","T Bar Row",,"",0,"normal",70,10,,,
"Afternoon workout 💪","22 Mar 2024, 17:18","22 Mar 2024, 17:58","","T Bar Row",,"",1,"normal",70,10,,,
"Afternoon workout 💪","22 Mar 2024, 17:18","22 Mar 2024, 17:58","","T Bar Row",,"",2,"normal",70,10,,,
"Afternoon workout 💪","22 Mar 2024, 17:18","22 Mar 2024, 17:58","","Bicep Curl (Barbell)",,"",0,"normal",50,21,,,
"Afternoon workout 💪","22 Mar 2024, 17:18","22 Mar 2024, 17:58","","Bicep Curl (Barbell)",,"",1,"normal",60,21,,,
"Afternoon workout 💪","22 Mar 2024, 17:18","22 Mar 2024, 17:58","","Bicep Curl (Barbell)",,"",2,"failure",70,20,,,
"Afternoon workout 💪","21 Mar 2024, 17:48","21 Mar 2024, 18:42","","Incline Bench Press (Barbell)",,"",0,"normal",95,15,,,
"Afternoon workout 💪","21 Mar 2024, 17:48","21 Mar 2024, 18:42","","Incline Bench Press (Barbell)",,"",1,"normal",115,10,,,
"Afternoon workout 💪","21 Mar 2024, 17:48","21 Mar 2024, 18:42","","Incline Bench Press (Barbell)",,"",2,"normal",115,10,,,
"Afternoon workout 💪","21 Mar 2024, 17:48","21 Mar 2024, 18:42","","Chest Press (Machine)",,"",0,"normal",125,10,,,
"Afternoon workout 💪","21 Mar 2024, 17:48","21 Mar 2024, 18:42","","Chest Press (Machine)",,"",1,"normal",145,10,,,
"Afternoon workout 💪","21 Mar 2024, 17:48","21 Mar 2024, 18:42","","Chest Press (Machine)",,"",2,"normal",145,10,,,
"Afternoon workout 💪","21 Mar 2024, 17:48","21 Mar 2024, 18:42","","Decline Cable Chest Press",,"",0,"normal",45,10,,,
"Afternoon workout 💪","21 Mar 2024, 17:48","21 Mar 2024, 18:42","","Decline Cable Chest Press",,"",1,"normal",55,10,,,
"Afternoon workout 💪","21 Mar 2024, 17:48","21 Mar 2024, 18:42","","Decline Cable Chest Press",,"",2,"normal",55,10,,,
"Afternoon workout 💪","21 Mar 2024, 17:48","21 Mar 2024, 18:42","","Chest Fly (Machine)",,"",0,"normal",100,10,,,
"Afternoon workout 💪","21 Mar 2024, 17:48","21 Mar 2024, 18:42","","Chest Fly (Machine)",,"",1,"normal",100,10,,,
"Afternoon workout 💪","21 Mar 2024, 17:48","21 Mar 2024, 18:42","","Chest Fly (Machine)",,"",2,"normal",100,10,,,
"Afternoon workout 💪","21 Mar 2024, 17:48","21 Mar 2024, 18:42","","Woodchoppers",0,"",0,"normal",27.5,30,,,
"Afternoon workout 💪","21 Mar 2024, 17:48","21 Mar 2024, 18:42","","Woodchoppers",0,"",1,"normal",32.5,30,,,
"Afternoon workout 💪","21 Mar 2024, 17:48","21 Mar 2024, 18:42","","Woodchoppers",0,"",2,"normal",32.5,30,,,
"Afternoon workout 💪","21 Mar 2024, 17:48","21 Mar 2024, 18:42","","Cable Crunch",0,"",0,"normal",27.5,20,,,
"Afternoon workout 💪","21 Mar 2024, 17:48","21 Mar 2024, 18:42","","Cable Crunch",0,"",1,"normal",77.5,25,,,
"Afternoon workout 💪","21 Mar 2024, 17:48","21 Mar 2024, 18:42","","Cable Crunch",0,"",2,"normal",77.5,20,,,
"Morning workout ☀️","15 Mar 2024, 11:25","15 Mar 2024, 12:03","","Seated Incline Curl (Dumbbell)",,"",0,"normal",50,10,,,
"Morning workout ☀️","15 Mar 2024, 11:25","15 Mar 2024, 12:03","","Seated Incline Curl (Dumbbell)",,"",1,"normal",60,10,,,
"Morning workout ☀️","15 Mar 2024, 11:25","15 Mar 2024, 12:03","","Seated Incline Curl (Dumbbell)",,"",2,"normal",60,10,,,
"Morning workout ☀️","15 Mar 2024, 11:25","15 Mar 2024, 12:03","","Incline Bench Press (Dumbbell)",,"",0,"normal",60,15,,,
"Morning workout ☀️","15 Mar 2024, 11:25","15 Mar 2024, 12:03","","Incline Bench Press (Dumbbell)",,"",1,"normal",60,20,,,
"Morning workout ☀️","15 Mar 2024, 11:25","15 Mar 2024, 12:03","","Incline Bench Press (Dumbbell)",,"",2,"normal",60,20,,,
"Morning workout ☀️","15 Mar 2024, 11:25","15 Mar 2024, 12:03","","Hammer Curl (Band)",,"",0,"normal",,10,,,
"Morning workout ☀️","15 Mar 2024, 11:25","15 Mar 2024, 12:03","","Hammer Curl (Band)",,"",1,"normal",,10,,,
"Morning workout ☀️","15 Mar 2024, 11:25","15 Mar 2024, 12:03","","Hammer Curl (Band)",,"",2,"normal",,10,,,
"Morning workout ☀️","15 Mar 2024, 11:25","15 Mar 2024, 12:03","","Straight Arm Lat Pulldown (Cable)",,"",0,"normal",65,10,,,
"Morning workout ☀️","15 Mar 2024, 11:25","15 Mar 2024, 12:03","","Leg Extension (Machine)",,"",0,"normal",85,12,,,
"Morning workout ☀️","15 Mar 2024, 11:25","15 Mar 2024, 12:03","","Leg Extension (Machine)",,"",1,"normal",115,15,,,
"Morning workout ☀️","15 Mar 2024, 11:25","15 Mar 2024, 12:03","","Leg Extension (Machine)",,"",2,"normal",115,15,,,
"Morning workout ☀️","15 Mar 2024, 11:25","15 Mar 2024, 12:03","","Dumbbell Row",,"",0,"normal",40,20,,,
"Morning workout ☀️","15 Mar 2024, 11:25","15 Mar 2024, 12:03","","Dumbbell Row",,"",1,"normal",55,30,,,
"Morning workout ☀️","15 Mar 2024, 11:25","15 Mar 2024, 12:03","","Dumbbell Row",,"",2,"normal",55,30,,,
"Morning workout ☀️","15 Mar 2024, 11:25","15 Mar 2024, 12:03","","Cable Crunch",,"",0,"normal",45,20,,,
"Afternoon workout 💪","9 Mar 2024, 13:42","9 Mar 2024, 15:49","","Pull Up",,"",0,"normal",,10,,,
"Afternoon workout 💪","9 Mar 2024, 13:42","9 Mar 2024, 15:49","","Box Jump",,"",0,"normal",,10,,,
"Afternoon workout 💪","9 Mar 2024, 13:42","9 Mar 2024, 15:49","","Box Jump",,"",1,"normal",,10,,,
"Afternoon workout 💪","9 Mar 2024, 13:42","9 Mar 2024, 15:49","","Jump Rope",,"",0,"normal",,,,150,
"Afternoon workout 💪","9 Mar 2024, 13:42","9 Mar 2024, 15:49","","Straight Arm Lat Pulldown (Cable)",,"",0,"normal",70,10,,,
"Afternoon workout 💪","9 Mar 2024, 13:42","9 Mar 2024, 15:49","","Straight Arm Lat Pulldown (Cable)",,"",1,"normal",85,4,,,
"Afternoon workout 💪","9 Mar 2024, 13:42","9 Mar 2024, 15:49","","Straight Arm Lat Pulldown (Cable)",,"",2,"normal",50,10,,,
"Afternoon workout 💪","9 Mar 2024, 13:42","9 Mar 2024, 15:49","","Straight Arm Lat Pulldown (Cable)",,"",3,"normal",50,10,,,
"Afternoon workout 💪","9 Mar 2024, 13:42","9 Mar 2024, 15:49","","Seated Incline Curl (Dumbbell)",,"",0,"normal",50,10,,,
"Afternoon workout 💪","9 Mar 2024, 13:42","9 Mar 2024, 15:49","","Seated Incline Curl (Dumbbell)",,"",1,"normal",50,9,,,
"Afternoon workout 💪","9 Mar 2024, 13:42","9 Mar 2024, 15:49","","Seated Incline Curl (Dumbbell)",,"",2,"normal",50,8,,,
"Afternoon workout 💪","9 Mar 2024, 13:42","9 Mar 2024, 15:49","","Seated Incline Curl (Dumbbell)",,"",3,"normal",50,7,,,
"Afternoon workout 💪","9 Mar 2024, 13:42","9 Mar 2024, 15:49","","Seated Incline Curl (Dumbbell)",,"",4,"normal",50,6,,,
"Afternoon workout 💪","9 Mar 2024, 13:42","9 Mar 2024, 15:49","","Seated Incline Curl (Dumbbell)",,"",5,"normal",50,5,,,
"Afternoon workout 💪","9 Mar 2024, 13:42","9 Mar 2024, 15:49","","Seated Incline Curl (Dumbbell)",,"",6,"normal",50,4,,,
"Afternoon workout 💪","9 Mar 2024, 13:42","9 Mar 2024, 15:49","","Seated Incline Curl (Dumbbell)",,"",7,"normal",50,6,,,
"Afternoon workout 💪","9 Mar 2024, 13:42","9 Mar 2024, 15:49","","Pullover (Dumbbell)",,"",0,"normal",50,12,,,
"Afternoon workout 💪","9 Mar 2024, 13:42","9 Mar 2024, 15:49","","Pullover (Dumbbell)",,"",1,"normal",50,12,,,
"Afternoon workout 💪","9 Mar 2024, 13:42","9 Mar 2024, 15:49","","One Leg Band Lunge",,"",0,"normal",,24,,,
"Afternoon workout 💪","9 Mar 2024, 13:42","9 Mar 2024, 15:49","","One Leg Band Lunge",,"",1,"normal",,24,,,
"Afternoon workout 💪","9 Mar 2024, 13:42","9 Mar 2024, 15:49","","One Leg Band Lunge",,"",2,"normal",,24,,,
"Afternoon workout 💪","9 Mar 2024, 13:42","9 Mar 2024, 15:49","","Woodchoppers",,"",0,"normal",32.5,30,,,
"Afternoon workout 💪","9 Mar 2024, 13:42","9 Mar 2024, 15:49","","Woodchoppers",,"",1,"normal",32.5,30,,,
"Afternoon workout 💪","9 Mar 2024, 13:42","9 Mar 2024, 15:49","","Cable Crunch",,"",0,"normal",57.5,25,,,
"Afternoon workout 💪","9 Mar 2024, 13:42","9 Mar 2024, 15:49","","Cable Crunch",,"",1,"normal",87.5,25,,,
"Afternoon workout 💪","9 Mar 2024, 13:42","9 Mar 2024, 15:49","","Bicep Curl (Barbell)",,"",0,"normal",40,21,,,
"Morning workout ☀️","7 Mar 2024, 08:14","7 Mar 2024, 09:06","","Chest Press (Machine)",,"Right side is 30-40% weaker",0,"normal",15,10,,,
"Morning workout ☀️","7 Mar 2024, 08:14","7 Mar 2024, 09:06","","Chest Press (Machine)",,"Right side is 30-40% weaker",1,"normal",45,8,,,
"Morning workout ☀️","7 Mar 2024, 08:14","7 Mar 2024, 09:06","","Chest Press (Machine)",,"Right side is 30-40% weaker",2,"normal",65,8,,,
"Morning workout ☀️","7 Mar 2024, 08:14","7 Mar 2024, 09:06","","Chest Press (Machine)",,"Right side is 30-40% weaker",3,"normal",85,8,,,
"Morning workout ☀️","7 Mar 2024, 08:14","7 Mar 2024, 09:06","","Chest Press (Machine)",,"Right side is 30-40% weaker",4,"normal",105,8,,,
"Morning workout ☀️","7 Mar 2024, 08:14","7 Mar 2024, 09:06","","Decline Cable Chest Press",,"Start with cable at shoulder height",0,"normal",25,12,,,
"Morning workout ☀️","7 Mar 2024, 08:14","7 Mar 2024, 09:06","","Decline Cable Chest Press",,"Start with cable at shoulder height",1,"normal",45,12,,,
"Morning workout ☀️","7 Mar 2024, 08:14","7 Mar 2024, 09:06","","Decline Cable Chest Press",,"Start with cable at shoulder height",2,"normal",55,10,,,
"Morning workout ☀️","7 Mar 2024, 08:14","7 Mar 2024, 09:06","","Decline Cable Chest Press",,"Start with cable at shoulder height",3,"normal",55,12,,,
"Morning workout ☀️","7 Mar 2024, 08:14","7 Mar 2024, 09:06","","Rear Delt Reverse Fly (Machine)",,"10 each side, then 10 both\n\nGoal is to get into the 100lb+ range soon",0,"normal",40,30,,,
"Morning workout ☀️","7 Mar 2024, 08:14","7 Mar 2024, 09:06","","Rear Delt Reverse Fly (Machine)",,"10 each side, then 10 both\n\nGoal is to get into the 100lb+ range soon",1,"normal",55,30,,,
"Morning workout ☀️","7 Mar 2024, 08:14","7 Mar 2024, 09:06","","Rear Delt Reverse Fly (Machine)",,"10 each side, then 10 both\n\nGoal is to get into the 100lb+ range soon",2,"normal",55,30,,,
"Morning workout ☀️","7 Mar 2024, 08:14","7 Mar 2024, 09:06","","Bench Press (Dumbbell)",0,"",0,"normal",50,10,,,
"Morning workout ☀️","7 Mar 2024, 08:14","7 Mar 2024, 09:06","","Bench Press (Dumbbell)",0,"",1,"normal",40,10,,,
"Morning workout ☀️","7 Mar 2024, 08:14","7 Mar 2024, 09:06","","Bench Press (Dumbbell)",0,"",2,"normal",40,10,,,
"Morning workout ☀️","7 Mar 2024, 08:14","7 Mar 2024, 09:06","","Chest Supported Incline Row (Dumbbell)",0,"",0,"normal",50,10,,,
"Morning workout ☀️","7 Mar 2024, 08:14","7 Mar 2024, 09:06","","Chest Supported Incline Row (Dumbbell)",0,"",1,"normal",70,10,,,
"Morning workout ☀️","7 Mar 2024, 08:14","7 Mar 2024, 09:06","","Chest Supported Incline Row (Dumbbell)",0,"",2,"normal",70,10,,,
"Evening workout 🏋️","6 Mar 2024, 18:47","6 Mar 2024, 19:24","","Rowing Machine",,"",0,"normal",,,,221,
"Evening workout 🏋️","6 Mar 2024, 18:47","6 Mar 2024, 19:24","","Seated Incline Curl (Dumbbell)",,"",0,"normal",50,12,,,
"Evening workout 🏋️","6 Mar 2024, 18:47","6 Mar 2024, 19:24","","Seated Incline Curl (Dumbbell)",,"",1,"normal",50,10,,,
"Evening workout 🏋️","6 Mar 2024, 18:47","6 Mar 2024, 19:24","","Seated Incline Curl (Dumbbell)",,"",2,"normal",50,10,,,
"Evening workout 🏋️","6 Mar 2024, 18:47","6 Mar 2024, 19:24","","Seated Incline Curl (Dumbbell)",,"",3,"normal",50,10,,,
"Evening workout 🏋️","6 Mar 2024, 18:47","6 Mar 2024, 19:24","","Straight Arm Lat Pulldown (Cable)",,"",0,"normal",65,10,,,
"Evening workout 🏋️","6 Mar 2024, 18:47","6 Mar 2024, 19:24","","Straight Arm Lat Pulldown (Cable)",,"",1,"normal",65,10,,,
"Evening workout 🏋️","6 Mar 2024, 18:47","6 Mar 2024, 19:24","","Straight Arm Lat Pulldown (Cable)",,"",2,"failure",80,10,,,
"Evening workout 🏋️","6 Mar 2024, 18:47","6 Mar 2024, 19:24","","Bicep Curl (Cable)",,"",0,"normal",50,10,,,
"Evening workout 🏋️","6 Mar 2024, 18:47","6 Mar 2024, 19:24","","Bicep Curl (Cable)",,"",1,"normal",50,10,,,
"Evening workout 🏋️","6 Mar 2024, 18:47","6 Mar 2024, 19:24","","Lateral Raise (Dumbbell)",,"",0,"normal",20,15,,,
"Evening workout 🏋️","6 Mar 2024, 18:47","6 Mar 2024, 19:24","","Lateral Raise (Dumbbell)",,"",1,"normal",30,10,,,
"Evening workout 🏋️","6 Mar 2024, 18:47","6 Mar 2024, 19:24","","Lateral Raise (Dumbbell)",,"",2,"normal",30,10,,,
"Afternoon workout 💪","2 Mar 2024, 16:50","2 Mar 2024, 17:31","","Seated Incline Curl (Dumbbell)",,"",0,"normal",50,10,,,
"Afternoon workout 💪","2 Mar 2024, 16:50","2 Mar 2024, 17:31","","Seated Incline Curl (Dumbbell)",,"",1,"normal",50,9,,,
"Afternoon workout 💪","2 Mar 2024, 16:50","2 Mar 2024, 17:31","","Seated Incline Curl (Dumbbell)",,"",2,"normal",50,8,,,
"Afternoon workout 💪","2 Mar 2024, 16:50","2 Mar 2024, 17:31","","Seated Incline Curl (Dumbbell)",,"",3,"normal",50,7,,,
"Afternoon workout 💪","2 Mar 2024, 16:50","2 Mar 2024, 17:31","","Seated Incline Curl (Dumbbell)",,"",4,"normal",50,6,,,
"Afternoon workout 💪","2 Mar 2024, 16:50","2 Mar 2024, 17:31","","Seated Incline Curl (Dumbbell)",,"",5,"normal",50,5,,,
"Afternoon workout 💪","2 Mar 2024, 16:50","2 Mar 2024, 17:31","","Seated Incline Curl (Dumbbell)",,"",6,"normal",50,4,,,
"Afternoon workout 💪","2 Mar 2024, 16:50","2 Mar 2024, 17:31","","Seated Incline Curl (Dumbbell)",,"",7,"normal",50,3,,,
"Afternoon workout 💪","2 Mar 2024, 16:50","2 Mar 2024, 17:31","","Seated Incline Curl (Dumbbell)",,"",8,"normal",50,2,,,
"Afternoon workout 💪","2 Mar 2024, 16:50","2 Mar 2024, 17:31","","Seated Incline Curl (Dumbbell)",,"",9,"normal",50,1,,,
"Afternoon workout 💪","2 Mar 2024, 16:50","2 Mar 2024, 17:31","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",85,10,,,
"Afternoon workout 💪","2 Mar 2024, 16:50","2 Mar 2024, 17:31","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",85,10,,,
"Afternoon workout 💪","2 Mar 2024, 16:50","2 Mar 2024, 17:31","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",85,10,,,
"Afternoon workout 💪","2 Mar 2024, 16:50","2 Mar 2024, 17:31","","Straight Arm Lat Pulldown (Cable)",,"",0,"normal",60,10,,,
"Afternoon workout 💪","2 Mar 2024, 16:50","2 Mar 2024, 17:31","","Straight Arm Lat Pulldown (Cable)",,"",1,"normal",70,10,,,
"Afternoon workout 💪","2 Mar 2024, 16:50","2 Mar 2024, 17:31","","Straight Arm Lat Pulldown (Cable)",,"",2,"normal",70,10,,,
"Afternoon workout 💪","2 Mar 2024, 16:50","2 Mar 2024, 17:31","","Hanging Leg Twist",,"",0,"normal",,10,,,
"Afternoon workout 💪","2 Mar 2024, 16:50","2 Mar 2024, 17:31","","Hanging Leg Twist",,"",1,"normal",,10,,,
"Afternoon workout 💪","2 Mar 2024, 16:50","2 Mar 2024, 17:31","","Hanging Leg Twist",,"",2,"normal",,10,,,
"Afternoon workout 💪","1 Mar 2024, 18:22","1 Mar 2024, 18:49","","Stair Machine",,"",0,"normal",,,,300,
"Afternoon workout 💪","1 Mar 2024, 18:22","1 Mar 2024, 18:49","","Incline Bench Press (Barbell)",,"",0,"normal",95,10,,,
"Afternoon workout 💪","1 Mar 2024, 18:22","1 Mar 2024, 18:49","","Incline Bench Press (Barbell)",,"",1,"normal",95,10,,,
"Afternoon workout 💪","1 Mar 2024, 18:22","1 Mar 2024, 18:49","","Incline Bench Press (Barbell)",,"",2,"normal",95,12,,,
"Afternoon workout 💪","1 Mar 2024, 18:22","1 Mar 2024, 18:49","","Chest Press (Machine)",,"",0,"normal",105,15,,,
"Afternoon workout 💪","1 Mar 2024, 18:22","1 Mar 2024, 18:49","","Chest Press (Machine)",,"",1,"normal",105,15,,,
"Afternoon workout 💪","1 Mar 2024, 18:22","1 Mar 2024, 18:49","","Chest Press (Machine)",,"",2,"normal",105,15,,,
"Afternoon workout 💪","29 Feb 2024, 17:58","29 Feb 2024, 18:41","","Bulgarian Split Squat",,"",0,"normal",70,20,,,
"Afternoon workout 💪","29 Feb 2024, 17:58","29 Feb 2024, 18:41","","Bulgarian Split Squat",,"",1,"normal",70,20,,,
"Afternoon workout 💪","29 Feb 2024, 17:58","29 Feb 2024, 18:41","","Bulgarian Split Squat",,"",2,"normal",70,20,,,
"Afternoon workout 💪","29 Feb 2024, 17:58","29 Feb 2024, 18:41","","Seated Leg Curl (Machine)",,"",0,"normal",100,20,,,
"Afternoon workout 💪","29 Feb 2024, 17:58","29 Feb 2024, 18:41","","Seated Leg Curl (Machine)",,"",1,"normal",205,10,,,
"Afternoon workout 💪","29 Feb 2024, 17:58","29 Feb 2024, 18:41","","Seated Leg Curl (Machine)",,"",2,"normal",190,10,,,
"Afternoon workout 💪","29 Feb 2024, 17:58","29 Feb 2024, 18:41","","Bosu Ball Sit-up",,"",0,"normal",35,20,,,
"Afternoon workout 💪","29 Feb 2024, 17:58","29 Feb 2024, 18:41","","Bosu Ball Sit-up",,"",1,"normal",,20,,,
"Afternoon workout 💪","29 Feb 2024, 17:58","29 Feb 2024, 18:41","","Bosu Ball Sit-up",,"",2,"normal",35,20,,,
"Afternoon workout 💪","29 Feb 2024, 17:58","29 Feb 2024, 18:41","","Bosu Ball Sit-up",,"",3,"normal",,20,,,
"Afternoon workout 💪","27 Feb 2024, 17:59","27 Feb 2024, 18:30","","Seated Incline Curl (Dumbbell)",,"",0,"normal",60,10,,,
"Afternoon workout 💪","27 Feb 2024, 17:59","27 Feb 2024, 18:30","","Seated Incline Curl (Dumbbell)",,"",1,"normal",60,9,,,
"Afternoon workout 💪","27 Feb 2024, 17:59","27 Feb 2024, 18:30","","Seated Incline Curl (Dumbbell)",,"",2,"normal",60,8,,,
"Afternoon workout 💪","27 Feb 2024, 17:59","27 Feb 2024, 18:30","","Seated Incline Curl (Dumbbell)",,"",3,"normal",60,7,,,
"Afternoon workout 💪","27 Feb 2024, 17:59","27 Feb 2024, 18:30","","Seated Incline Curl (Dumbbell)",,"",4,"normal",60,6,,,
"Afternoon workout 💪","27 Feb 2024, 17:59","27 Feb 2024, 18:30","","Seated Incline Curl (Dumbbell)",,"",5,"normal",60,5,,,
"Afternoon workout 💪","27 Feb 2024, 17:59","27 Feb 2024, 18:30","","Seated Incline Curl (Dumbbell)",,"",6,"normal",60,4,,,
"Afternoon workout 💪","27 Feb 2024, 17:59","27 Feb 2024, 18:30","","Seated Incline Curl (Dumbbell)",,"",7,"normal",60,3,,,
"Afternoon workout 💪","27 Feb 2024, 17:59","27 Feb 2024, 18:30","","Seated Incline Curl (Dumbbell)",,"",8,"normal",60,2,,,
"Afternoon workout 💪","27 Feb 2024, 17:59","27 Feb 2024, 18:30","","Seated Incline Curl (Dumbbell)",,"",9,"normal",60,1,,,
"Afternoon workout 💪","27 Feb 2024, 17:59","27 Feb 2024, 18:30","","Incline Bench Press (Barbell)",,"",0,"normal",80,12,,,
"Afternoon workout 💪","27 Feb 2024, 17:59","27 Feb 2024, 18:30","","Incline Bench Press (Barbell)",,"",1,"normal",80,12,,,
"Afternoon workout 💪","27 Feb 2024, 17:59","27 Feb 2024, 18:30","","Incline Bench Press (Barbell)",,"",2,"normal",80,12,,,
"Afternoon workout 💪","27 Feb 2024, 17:59","27 Feb 2024, 18:30","","Chest Dip (Assisted)",,"",0,"normal",50,10,,,
"Afternoon workout 💪","27 Feb 2024, 17:59","27 Feb 2024, 18:30","","Chest Dip (Assisted)",,"",1,"normal",50,10,,,
"Afternoon workout 💪","27 Feb 2024, 17:59","27 Feb 2024, 18:30","","Chest Dip (Assisted)",,"",2,"normal",50,10,,,
"Afternoon workout 💪","27 Feb 2024, 17:59","27 Feb 2024, 18:30","","Lateral Raise (Dumbbell)",,"",0,"normal",15,10,,,
"Evening workout 🏋️","26 Feb 2024, 18:56","26 Feb 2024, 19:58","","Rear Delt Reverse Fly (Dumbbell)",,"",0,"normal",20,10,,,
"Evening workout 🏋️","26 Feb 2024, 18:56","26 Feb 2024, 19:58","","Rear Delt Reverse Fly (Dumbbell)",,"",1,"normal",20,10,,,
"Evening workout 🏋️","26 Feb 2024, 18:56","26 Feb 2024, 19:58","","Rear Delt Reverse Fly (Dumbbell)",,"",2,"normal",20,10,,,
"Evening workout 🏋️","26 Feb 2024, 18:56","26 Feb 2024, 19:58","","Lateral Raise (Dumbbell)",,"",0,"normal",30,10,,,
"Evening workout 🏋️","26 Feb 2024, 18:56","26 Feb 2024, 19:58","","Lateral Raise (Dumbbell)",,"",1,"normal",30,10,,,
"Evening workout 🏋️","26 Feb 2024, 18:56","26 Feb 2024, 19:58","","Lateral Raise (Dumbbell)",,"",2,"normal",30,10,,,
"Evening workout 🏋️","26 Feb 2024, 18:56","26 Feb 2024, 19:58","","Bicycle Crunch",,"",0,"normal",,30,,,
"Evening workout 🏋️","26 Feb 2024, 18:56","26 Feb 2024, 19:58","","Dragon Flag",,"",0,"normal",,5,,,
"Evening workout 🏋️","26 Feb 2024, 18:56","26 Feb 2024, 19:58","","Sit Up",,"",0,"normal",,20,,,
"Evening workout 🏋️","26 Feb 2024, 18:56","26 Feb 2024, 19:58","","Straight Arm Lat Pulldown (Cable)",,"",0,"normal",50,15,,,
"Evening workout 🏋️","26 Feb 2024, 18:56","26 Feb 2024, 19:58","","Straight Arm Lat Pulldown (Cable)",,"",1,"normal",70,12,,,
"Evening workout 🏋️","26 Feb 2024, 18:56","26 Feb 2024, 19:58","","Straight Arm Lat Pulldown (Cable)",,"",2,"failure",85,9,,,
"Evening workout 🏋️","26 Feb 2024, 18:56","26 Feb 2024, 19:58","","Woodchoppers",,"",0,"normal",30,30,,,
