"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_miles","duration_seconds","rpe"
"Matty Arms","28 Dec 2023, 08:04","28 Dec 2023, 08:31","","Seated Overhead Press (Dumbbell)",,"",1,"normal",130,12,,,
"Matty Arms","28 Dec 2023, 08:04","28 Dec 2023, 08:31","","Seated Overhead Press (Dumbbell)",,"",2,"normal",130,10,,,
"Matty Arms","28 Dec 2023, 08:04","28 Dec 2023, 08:31","","Seated Overhead Press (Dumbbell)",,"",3,"dropset",80,10,,,
"Matty Chest","27 Dec 2023, 12:55","27 Dec 2023, 13:38","","Incline Bench Press (Barbell)",,"",0,"warmup",135,15,,,
"Matty Chest","27 Dec 2023, 12:55","27 Dec 2023, 13:38","","Incline Bench Press (Barbell)",,"",1,"normal",155,12,,,
"Matty Chest","27 Dec 2023, 12:55","27 Dec 2023, 13:38","","Incline Bench Press (Barbell)",,"",2,"normal",155,12,,,
"Matty Chest","27 Dec 2023, 12:55","27 Dec 2023, 13:38","","Incline Bench Press (Barbell)",,"",3,"normal",155,10,,,
"Matty Chest","27 Dec 2023, 12:55","27 Dec 2023, 13:38","","Incline Bench Press (Barbell)",,"",4,"normal",135,11,,,
"Matty Chest","27 Dec 2023, 12:55","27 Dec 2023, 13:38","","Stair Machine",,"",0,"normal",,,,300,
"Matty Chest","27 Dec 2023, 12:55","27 Dec 2023, 13:38","","Cable Fly Crossovers",,"",0,"normal",75,12,,,
"Matty Chest","27 Dec 2023, 12:55","27 Dec 2023, 13:38","","Cable Fly Crossovers",,"",1,"normal",75,10,,,
"Matty Chest","27 Dec 2023, 12:55","27 Dec 2023, 13:38","","Cable Fly Crossovers",,"",2,"normal",55,12,,,
"Matty Chest","27 Dec 2023, 12:55","27 Dec 2023, 13:38","","Chest Press (Machine)",,"",0,"normal",85,10,,,
"Matty Chest","27 Dec 2023, 12:55","27 Dec 2023, 13:38","","Chest Press (Machine)",,"",1,"normal",85,12,,,
"Matty Chest","27 Dec 2023, 12:55","27 Dec 2023, 13:38","","Chest Press (Machine)",,"",2,"normal",100,10,,,
"Matty Chest","27 Dec 2023, 12:55","27 Dec 2023, 13:38","","Chest Press (Machine)",,"",3,"dropset",55,20,,,
"Matty Chest","27 Dec 2023, 12:55","27 Dec 2023, 13:38","","Cable Crunch",,"",0,"normal",72.5,20,,,
"Matty Chest","27 Dec 2023, 12:55","27 Dec 2023, 13:38","","Cable Crunch",,"",1,"normal",72.5,20,,,
"Matty Chest","27 Dec 2023, 12:55","27 Dec 2023, 13:38","","Front Lever Raise",,"",0,"normal",,5,,,
"Matty Chest","27 Dec 2023, 12:55","27 Dec 2023, 13:38","","Hanging Leg Twist",,"",0,"normal",,10,,,
"Matty Back","26 Dec 2023, 08:43","26 Dec 2023, 09:39","","Pull Up",,"",0,"normal",,20,,,
"Matty Back","26 Dec 2023, 08:43","26 Dec 2023, 09:39","","T Bar Row",,"",0,"warmup",60,15,,,
"Matty Back","26 Dec 2023, 08:43","26 Dec 2023, 09:39","","T Bar Row",,"",1,"normal",85,10,,,
"Matty Back","26 Dec 2023, 08:43","26 Dec 2023, 09:39","","T Bar Row",,"",2,"normal",85,10,,,
"Matty Back","26 Dec 2023, 08:43","26 Dec 2023, 09:39","","T Bar Row",,"",3,"normal",85,10,,,
"Matty Back","26 Dec 2023, 08:43","26 Dec 2023, 09:39","","Lat Pulldown (Cable)",,"",0,"normal",140,10,,,
"Matty Back","26 Dec 2023, 08:43","26 Dec 2023, 09:39","","Lat Pulldown (Cable)",,"",1,"normal",140,10,,,
"Matty Back","26 Dec 2023, 08:43","26 Dec 2023, 09:39","","Lat Pulldown (Cable)",,"",2,"normal",140,10,,,
"Matty Back","26 Dec 2023, 08:43","26 Dec 2023, 09:39","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",120,10,,,
"Matty Back","26 Dec 2023, 08:43","26 Dec 2023, 09:39","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",140,10,,,
"Matty Back","26 Dec 2023, 08:43","26 Dec 2023, 09:39","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",140,10,,,
"Matty Back","26 Dec 2023, 08:43","26 Dec 2023, 09:39","","Bicep Curl (Barbell)",,"",0,"normal",70,21,,,
"Matty Back","26 Dec 2023, 08:43","26 Dec 2023, 09:39","","Bicep Curl (Barbell)",,"",1,"normal",70,21,,,
"Matty Back","26 Dec 2023, 08:43","26 Dec 2023, 09:39","","Bicep Curl (Barbell)",,"",2,"normal",70,21,,,
"Matty Back","26 Dec 2023, 08:43","26 Dec 2023, 09:39","","Woodchoppers",,"",0,"normal",50,30,,,
"Matty Back","26 Dec 2023, 08:43","26 Dec 2023, 09:39","","Woodchoppers",,"",1,"normal",42.5,30,,,
"Matty Back","26 Dec 2023, 08:43","26 Dec 2023, 09:39","","Woodchoppers",,"",2,"normal",42.5,30,,,
"Afternoon workout 💪","25 Dec 2023, 17:21","25 Dec 2023, 18:10","","Chest Press (Machine)",,"",0,"warmup",140,15,,,
"Afternoon workout 💪","25 Dec 2023, 17:21","25 Dec 2023, 18:10","","Chest Press (Machine)",,"",1,"normal",200,10,,,
"Afternoon workout 💪","25 Dec 2023, 17:21","25 Dec 2023, 18:10","","Chest Press (Machine)",,"",2,"normal",200,10,,,
"Afternoon workout 💪","25 Dec 2023, 17:21","25 Dec 2023, 18:10","","Chest Press (Machine)",,"",3,"normal",200,10,,,
"Afternoon workout 💪","25 Dec 2023, 17:21","25 Dec 2023, 18:10","","Seated Leg Curl (Machine)",,"",0,"normal",120,10,,,
"Afternoon workout 💪","25 Dec 2023, 17:21","25 Dec 2023, 18:10","","Seated Leg Curl (Machine)",,"",1,"normal",140,10,,,
"Afternoon workout 💪","25 Dec 2023, 17:21","25 Dec 2023, 18:10","","Seated Leg Curl (Machine)",,"",2,"normal",120,10,,,
"Afternoon workout 💪","25 Dec 2023, 17:21","25 Dec 2023, 18:10","","Front Lever Raise",,"",0,"normal",,5,,,
"Afternoon workout 💪","25 Dec 2023, 17:21","25 Dec 2023, 18:10","","Front Lever Raise",,"",1,"normal",,5,,,
"Afternoon workout 💪","25 Dec 2023, 17:21","25 Dec 2023, 18:10","","Front Lever Raise",,"",2,"normal",,2,,,
"Afternoon workout 💪","25 Dec 2023, 17:21","25 Dec 2023, 18:10","","Lateral Raise (Dumbbell)",,"",0,"normal",10,15,,,
"Afternoon workout 💪","25 Dec 2023, 17:21","25 Dec 2023, 18:10","","Lateral Raise (Dumbbell)",,"",1,"normal",20,15,,,
"Afternoon workout 💪","25 Dec 2023, 17:21","25 Dec 2023, 18:10","","Lateral Raise (Dumbbell)",,"",2,"normal",30,15,,,
"Afternoon workout 💪","25 Dec 2023, 17:21","25 Dec 2023, 18:10","","Lateral Raise (Dumbbell)",,"",3,"normal",40,15,,,
"Afternoon workout 💪","25 Dec 2023, 17:21","25 Dec 2023, 18:10","","Lateral Raise (Dumbbell)",,"",4,"normal",50,12,,,
"Afternoon workout 💪","25 Dec 2023, 17:21","25 Dec 2023, 18:10","","Lateral Raise (Dumbbell)",,"",5,"normal",60,5,,,
"Afternoon workout 💪","25 Dec 2023, 17:21","25 Dec 2023, 18:10","","Lateral Raise (Dumbbell)",,"",6,"normal",50,10,,,
"Afternoon workout 💪","25 Dec 2023, 17:21","25 Dec 2023, 18:10","","Lateral Raise (Dumbbell)",,"",7,"normal",40,12,,,
"Afternoon workout 💪","25 Dec 2023, 17:21","25 Dec 2023, 18:10","","Lateral Raise (Dumbbell)",,"",8,"normal",30,12,,,
"Afternoon workout 💪","25 Dec 2023, 17:21","25 Dec 2023, 18:10","","Lateral Raise (Dumbbell)",,"",9,"normal",20,12,,,
"Afternoon workout 💪","25 Dec 2023, 17:21","25 Dec 2023, 18:10","","Lateral Raise (Dumbbell)",,"",10,"normal",10,12,,,
"Afternoon workout 💪","25 Dec 2023, 17:21","25 Dec 2023, 18:10","","Cable Crunch",,"",0,"normal",70,20,,,
"Afternoon workout 💪","25 Dec 2023, 17:21","25 Dec 2023, 18:10","","Cable Crunch",,"",1,"normal",75,20,,,
"Afternoon workout 💪","25 Dec 2023, 17:21","25 Dec 2023, 18:10","","Leg Extension (Machine)",,"",0,"normal",60,10,,,
"Afternoon workout 💪","25 Dec 2023, 17:21","25 Dec 2023, 18:10","","Leg Extension (Machine)",,"",1,"normal",80,12,,,
"Afternoon workout 💪","25 Dec 2023, 17:21","25 Dec 2023, 18:10","","Leg Extension (Machine)",,"",2,"normal",80,12,,,
"Afternoon workout 💪","25 Dec 2023, 17:21","25 Dec 2023, 18:10","","Leg Extension (Machine)",,"",3,"normal",80,12,,,
"Matty Arms","22 Dec 2023, 16:21","22 Dec 2023, 17:15","","Seated Incline Curl (Dumbbell)",,"",0,"warmup",60,12,,,
"Matty Arms","22 Dec 2023, 16:21","22 Dec 2023, 17:15","","Seated Incline Curl (Dumbbell)",,"",1,"normal",80,10,,,
"Matty Arms","22 Dec 2023, 16:21","22 Dec 2023, 17:15","","Seated Incline Curl (Dumbbell)",,"",2,"normal",80,10,,,
"Matty Arms","22 Dec 2023, 16:21","22 Dec 2023, 17:15","","Seated Incline Curl (Dumbbell)",,"",3,"normal",80,10,,,
"Matty Arms","22 Dec 2023, 16:21","22 Dec 2023, 17:15","","Triceps Extension (Cable)",,"",0,"warmup",37.5,12,,,
"Matty Arms","22 Dec 2023, 16:21","22 Dec 2023, 17:15","","Triceps Extension (Cable)",,"",1,"failure",57.5,9,,,
"Matty Arms","22 Dec 2023, 16:21","22 Dec 2023, 17:15","","Triceps Extension (Cable)",,"",2,"normal",52.5,12,,,
"Matty Arms","22 Dec 2023, 16:21","22 Dec 2023, 17:15","","Triceps Extension (Cable)",,"",3,"normal",57.5,12,,,
"Matty Arms","22 Dec 2023, 16:21","22 Dec 2023, 17:15","","Preacher Curl (Machine)",,"",0,"normal",70,20,,,
"Matty Arms","22 Dec 2023, 16:21","22 Dec 2023, 17:15","","Preacher Curl (Machine)",,"",1,"normal",90,15,,,
"Matty Arms","22 Dec 2023, 16:21","22 Dec 2023, 17:15","","Preacher Curl (Machine)",,"",2,"normal",110,10,,,
"Matty Arms","22 Dec 2023, 16:21","22 Dec 2023, 17:15","","Preacher Curl (Machine)",,"",3,"dropset",65,15,,,
"Matty Arms","22 Dec 2023, 16:21","22 Dec 2023, 17:15","","Triceps Rope Pushdown",,"",0,"normal",57.5,15,,,
"Matty Arms","22 Dec 2023, 16:21","22 Dec 2023, 17:15","","Triceps Rope Pushdown",,"",1,"normal",65,12,,,
"Matty Arms","22 Dec 2023, 16:21","22 Dec 2023, 17:15","","Triceps Rope Pushdown",,"",2,"normal",65,12,,,
"Matty Arms","22 Dec 2023, 16:21","22 Dec 2023, 17:15","","Triceps Rope Pushdown",,"",3,"dropset",42.5,14,,,
"Matty Shoulders","21 Dec 2023, 08:14","21 Dec 2023, 08:51","","Stair Machine",,"",0,"normal",,,,300,
"Matty Shoulders","21 Dec 2023, 08:14","21 Dec 2023, 08:51","","Seated Overhead Press (Dumbbell)",,"",0,"warmup",90,15,,,
"Matty Shoulders","21 Dec 2023, 08:14","21 Dec 2023, 08:51","","Seated Overhead Press (Dumbbell)",,"",1,"normal",100,12,,,
"Matty Shoulders","21 Dec 2023, 08:14","21 Dec 2023, 08:51","","Seated Overhead Press (Dumbbell)",,"",2,"normal",100,15,,,
"Matty Shoulders","21 Dec 2023, 08:14","21 Dec 2023, 08:51","","Seated Overhead Press (Dumbbell)",,"",3,"normal",100,13,,,
"Matty Shoulders","21 Dec 2023, 08:14","21 Dec 2023, 08:51","","Lateral Raise (Dumbbell)",,"",0,"normal",60,10,,,
"Matty Shoulders","21 Dec 2023, 08:14","21 Dec 2023, 08:51","","Lateral Raise (Dumbbell)",,"",1,"normal",60,10,,,
"Matty Shoulders","21 Dec 2023, 08:14","21 Dec 2023, 08:51","","Lateral Raise (Dumbbell)",,"",2,"normal",60,10,,,
"Matty Shoulders","21 Dec 2023, 08:14","21 Dec 2023, 08:51","","Rear Delt Reverse Fly (Dumbbell)",,"",0,"normal",20,15,,,
"Matty Shoulders","21 Dec 2023, 08:14","21 Dec 2023, 08:51","","Rear Delt Reverse Fly (Dumbbell)",,"",1,"normal",30,10,,,
"Matty Shoulders","21 Dec 2023, 08:14","21 Dec 2023, 08:51","","Rear Delt Reverse Fly (Dumbbell)",,"",2,"normal",30,12,,,
"Matty Shoulders","21 Dec 2023, 08:14","21 Dec 2023, 08:51","","Hanging Leg Raise",,"",0,"normal",,10,,,
"Matty Shoulders","21 Dec 2023, 08:14","21 Dec 2023, 08:51","","Hanging Leg Raise",,"",1,"normal",,10,,,
"Matty Shoulders","21 Dec 2023, 08:14","21 Dec 2023, 08:51","","Cable Crunch",,"",0,"normal",70,20,,,
"Matty Shoulders","21 Dec 2023, 08:14","21 Dec 2023, 08:51","","Cable Crunch",,"",1,"normal",70,20,,,
"Matty Legs","20 Dec 2023, 17:48","20 Dec 2023, 18:49","","Squat (Machine)",,"",0,"warmup",180,12,,,
"Matty Legs","20 Dec 2023, 17:48","20 Dec 2023, 18:49","","Squat (Machine)",,"",1,"normal",270,10,,,
"Matty Legs","20 Dec 2023, 17:48","20 Dec 2023, 18:49","","Squat (Machine)",,"",2,"normal",360,2,,,
"Matty Legs","20 Dec 2023, 17:48","20 Dec 2023, 18:49","","Squat (Machine)",,"",3,"normal",320,10,,,
"Matty Legs","20 Dec 2023, 17:48","20 Dec 2023, 18:49","","Squat (Machine)",,"",4,"normal",320,8,,,
"Matty Legs","20 Dec 2023, 17:48","20 Dec 2023, 18:49","","Hip Thrust (Machine)",,"",0,"warmup",90,10,,,
"Matty Legs","20 Dec 2023, 17:48","20 Dec 2023, 18:49","","Hip Thrust (Machine)",,"",1,"normal",180,10,,,
"Matty Legs","20 Dec 2023, 17:48","20 Dec 2023, 18:49","","Hip Thrust (Machine)",,"",2,"normal",180,10,,,
"Matty Legs","20 Dec 2023, 17:48","20 Dec 2023, 18:49","","Hip Thrust (Machine)",,"",3,"normal",18,10,,,
"Matty Legs","20 Dec 2023, 17:48","20 Dec 2023, 18:49","","Seated Leg Curl (Machine)",,"",0,"normal",205,10,,,
"Matty Legs","20 Dec 2023, 17:48","20 Dec 2023, 18:49","","Seated Leg Curl (Machine)",,"",1,"normal",220,10,,,
"Matty Legs","20 Dec 2023, 17:48","20 Dec 2023, 18:49","","Seated Leg Curl (Machine)",,"",2,"normal",220,10,,,
"Matty Legs","20 Dec 2023, 17:48","20 Dec 2023, 18:49","","Seated Leg Curl (Machine)",,"",3,"dropset",115,15,,,
"Matty Legs","20 Dec 2023, 17:48","20 Dec 2023, 18:49","","Leg Extension (Machine)",,"",0,"normal",165,10,,,
"Matty Legs","20 Dec 2023, 17:48","20 Dec 2023, 18:49","","Leg Extension (Machine)",,"",1,"normal",165,10,,,
"Matty Legs","20 Dec 2023, 17:48","20 Dec 2023, 18:49","","Leg Extension (Machine)",,"",2,"normal",165,10,,,
"Matty Legs","20 Dec 2023, 17:48","20 Dec 2023, 18:49","","Leg Extension (Machine)",,"",3,"dropset",85,10,,,
"Matty Legs","20 Dec 2023, 17:48","20 Dec 2023, 18:49","","Front Lever Raise",,"",0,"normal",,5,,,
"Matty Legs","20 Dec 2023, 17:48","20 Dec 2023, 18:49","","Front Lever Raise",,"",1,"normal",,2,,,
"Matty Back","19 Dec 2023, 08:14","19 Dec 2023, 08:56","","Pull Up",,"",0,"normal",,20,,,
"Matty Back","19 Dec 2023, 08:14","19 Dec 2023, 08:56","","Lat Pulldown (Cable)",,"",0,"normal",104,12,,,
"Matty Back","19 Dec 2023, 08:14","19 Dec 2023, 08:56","","Lat Pulldown (Cable)",,"",1,"normal",144,10,,,
"Matty Back","19 Dec 2023, 08:14","19 Dec 2023, 08:56","","Lat Pulldown (Cable)",,"",2,"normal",144,10,,,
"Matty Back","19 Dec 2023, 08:14","19 Dec 2023, 08:56","","Iso-Lateral Low Row",,"",0,"normal",45,20,,,
"Matty Back","19 Dec 2023, 08:14","19 Dec 2023, 08:56","","Iso-Lateral Low Row",,"",1,"normal",70,20,,,
"Matty Back","19 Dec 2023, 08:14","19 Dec 2023, 08:56","","Iso-Lateral Low Row",,"",2,"normal",80,20,,,
"Matty Back","19 Dec 2023, 08:14","19 Dec 2023, 08:56","","Seated Cable Row - Bar Wide Grip",,"",0,"normal",120,10,,,
"Matty Back","19 Dec 2023, 08:14","19 Dec 2023, 08:56","","Seated Cable Row - Bar Wide Grip",,"",1,"normal",120,10,,,
"Matty Back","19 Dec 2023, 08:14","19 Dec 2023, 08:56","","Seated Cable Row - Bar Wide Grip",,"",2,"normal",120,10,,,
"Matty Back","19 Dec 2023, 08:14","19 Dec 2023, 08:56","","Bicep Curl (Barbell)",,"",0,"normal",70,21,,,
"Matty Back","19 Dec 2023, 08:14","19 Dec 2023, 08:56","","Bicep Curl (Barbell)",,"",1,"normal",70,21,,,
"Matty Back","19 Dec 2023, 08:14","19 Dec 2023, 08:56","","Bicep Curl (Barbell)",,"",2,"normal",50,21,,,
"Matty Back","19 Dec 2023, 08:14","19 Dec 2023, 08:56","","Stair Machine",,"12 effort",0,"normal",,,,300,
"Matty Chest","18 Dec 2023, 18:32","18 Dec 2023, 19:44","","Bench Press (Barbell)",,"",0,"normal",185,8,,,
"Matty Chest","18 Dec 2023, 18:32","18 Dec 2023, 19:44","","Bench Press (Barbell)",,"",1,"normal",185,10,,,
"Matty Chest","18 Dec 2023, 18:32","18 Dec 2023, 19:44","","Bench Press (Barbell)",,"",2,"normal",185,10,,,
"Matty Chest","18 Dec 2023, 18:32","18 Dec 2023, 19:44","","Incline Bench Press (Barbell)",,"",0,"warmup",135,15,,,
"Matty Chest","18 Dec 2023, 18:32","18 Dec 2023, 19:44","","Incline Bench Press (Barbell)",,"",1,"normal",185,8,,,
"Matty Chest","18 Dec 2023, 18:32","18 Dec 2023, 19:44","","Incline Bench Press (Barbell)",,"",2,"failure",205,5,,,
"Matty Chest","18 Dec 2023, 18:32","18 Dec 2023, 19:44","","Incline Bench Press (Barbell)",,"",3,"failure",185,8,,,
"Matty Chest","18 Dec 2023, 18:32","18 Dec 2023, 19:44","","Cable Fly Crossovers",,"",0,"normal",65,12,,,
"Matty Chest","18 Dec 2023, 18:32","18 Dec 2023, 19:44","","Cable Fly Crossovers",,"",1,"normal",75,12,,,
"Matty Chest","18 Dec 2023, 18:32","18 Dec 2023, 19:44","","Cable Fly Crossovers",,"",2,"normal",75,12,,,
"Matty Chest","18 Dec 2023, 18:32","18 Dec 2023, 19:44","","Chest Press (Machine)",,"",0,"normal",265,8,,,
"Matty Chest","18 Dec 2023, 18:32","18 Dec 2023, 19:44","","Chest Press (Machine)",,"",1,"normal",265,10,,,
"Matty Chest","18 Dec 2023, 18:32","18 Dec 2023, 19:44","","Chest Press (Machine)",,"",2,"normal",285,10,,,
"Matty Chest","18 Dec 2023, 18:32","18 Dec 2023, 19:44","","Chest Press (Machine)",,"",3,"dropset",145,15,,,
"Matty Chest","18 Dec 2023, 18:32","18 Dec 2023, 19:44","","Cable Crunch",,"",0,"normal",82.5,20,,,
"Matty Chest","18 Dec 2023, 18:32","18 Dec 2023, 19:44","","Cable Crunch",,"",1,"normal",82.5,20,,,
"Matty Chest","18 Dec 2023, 18:32","18 Dec 2023, 19:44","","Cable Crunch",,"",2,"normal",82.5,20,,,
"Matty Chest","18 Dec 2023, 18:32","18 Dec 2023, 19:44","","Front Lever Raise",,"",0,"normal",,5,,,
"Matty Arms","15 Dec 2023, 18:59","15 Dec 2023, 19:08","","Bicep Curl (Dumbbell)",,"",0,"warmup",35,10,,,
"Matty Arms","15 Dec 2023, 18:59","15 Dec 2023, 19:08","","Bicep Curl (Dumbbell)",,"",1,"normal",45,10,,,
"Matty Arms","15 Dec 2023, 18:59","15 Dec 2023, 19:08","","Bicep Curl (Dumbbell)",,"",2,"normal",45,10,,,
"Matty Arms","15 Dec 2023, 18:59","15 Dec 2023, 19:08","","Bicep Curl (Dumbbell)",,"",3,"normal",45,10,,,
"Matty Arms","15 Dec 2023, 18:59","15 Dec 2023, 19:08","","Triceps Extension (Cable)",,"",0,"warmup",25,12,,,
"Matty Arms","15 Dec 2023, 18:59","15 Dec 2023, 19:08","","Triceps Extension (Cable)",,"",1,"normal",50,12,,,
"Matty Arms","15 Dec 2023, 18:59","15 Dec 2023, 19:08","","Triceps Extension (Cable)",,"",2,"normal",50,12,,,
"Matty Shoulders","14 Dec 2023, 09:02","14 Dec 2023, 09:43","","Seated Overhead Press (Dumbbell)",,"",0,"warmup",90,15,,,
"Matty Shoulders","14 Dec 2023, 09:02","14 Dec 2023, 09:43","","Seated Overhead Press (Dumbbell)",,"",1,"normal",120,10,,,
"Matty Shoulders","14 Dec 2023, 09:02","14 Dec 2023, 09:43","","Seated Overhead Press (Dumbbell)",,"",2,"normal",120,10,,,
"Matty Shoulders","14 Dec 2023, 09:02","14 Dec 2023, 09:43","","Seated Overhead Press (Dumbbell)",,"",3,"normal",120,13,,,
"Matty Shoulders","14 Dec 2023, 09:02","14 Dec 2023, 09:43","","Lateral Raise (Dumbbell)",,"",0,"normal",50,15,,,
"Matty Shoulders","14 Dec 2023, 09:02","14 Dec 2023, 09:43","","Lateral Raise (Dumbbell)",,"",1,"normal",60,10,,,
"Matty Shoulders","14 Dec 2023, 09:02","14 Dec 2023, 09:43","","Lateral Raise (Dumbbell)",,"",2,"normal",60,10,,,
"Matty Shoulders","14 Dec 2023, 09:02","14 Dec 2023, 09:43","","Rear Delt Reverse Fly (Dumbbell)",,"",0,"normal",25,15,,,
"Matty Shoulders","14 Dec 2023, 09:02","14 Dec 2023, 09:43","","Rear Delt Reverse Fly (Dumbbell)",,"",1,"normal",30,12,,,
"Matty Shoulders","14 Dec 2023, 09:02","14 Dec 2023, 09:43","","Rear Delt Reverse Fly (Dumbbell)",,"",2,"normal",30,12,,,
"Matty Shoulders","14 Dec 2023, 09:02","14 Dec 2023, 09:43","","Hanging Leg Raise",,"",0,"normal",,10,,,
"Matty Shoulders","14 Dec 2023, 09:02","14 Dec 2023, 09:43","","Hanging Leg Raise",,"",1,"normal",,10,,,
"Matty Shoulders","14 Dec 2023, 09:02","14 Dec 2023, 09:43","","Cable Crunch",,"",0,"normal",60,20,,,
"Matty Shoulders","14 Dec 2023, 09:02","14 Dec 2023, 09:43","","Cable Crunch",,"",1,"normal",60,20,,,
"Matty Shoulders","14 Dec 2023, 09:02","14 Dec 2023, 09:43","","Front Lever Raise",,"",0,"normal",,7,,,
"Matty Shoulders","14 Dec 2023, 09:02","14 Dec 2023, 09:43","","Front Lever Raise",,"",1,"normal",,2,,,
"Program Legs","13 Dec 2023, 09:34","13 Dec 2023, 09:58","","Squat (Machine)",,"",0,"normal",100,8,,,
"Program Legs","13 Dec 2023, 09:34","13 Dec 2023, 09:58","","Squat (Machine)",,"",1,"normal",180,10,,,
"Program Legs","13 Dec 2023, 09:34","13 Dec 2023, 09:58","","Squat (Machine)",,"",2,"normal",270,10,,,
"Program Legs","13 Dec 2023, 09:34","13 Dec 2023, 09:58","","Squat (Machine)",,"",3,"normal",270,10,,,
"Program Legs","13 Dec 2023, 09:34","13 Dec 2023, 09:58","","Squat (Machine)",,"",4,"normal",270,10,,,
"Program Legs","13 Dec 2023, 09:34","13 Dec 2023, 09:58","","Hip Abduction (Machine)",,"",0,"normal",130,10,,,
"Program Legs","13 Dec 2023, 09:34","13 Dec 2023, 09:58","","Hip Abduction (Machine)",,"",1,"normal",160,10,,,
"Program Legs","13 Dec 2023, 09:34","13 Dec 2023, 09:58","","Hip Abduction (Machine)",,"",2,"normal",220,10,,,
"Program Legs","13 Dec 2023, 09:34","13 Dec 2023, 09:58","","Hip Adduction (Machine)",,"",0,"normal",145,10,,,
"Program Legs","13 Dec 2023, 09:34","13 Dec 2023, 09:58","","Hip Adduction (Machine)",,"",1,"normal",250,10,,,
"Program Legs","13 Dec 2023, 09:34","13 Dec 2023, 09:58","","Hip Adduction (Machine)",,"",2,"normal",305,10,,,
"Matty Back","12 Dec 2023, 08:51","12 Dec 2023, 09:39","","Pull Up",,"",0,"normal",,19,,,
"Matty Back","12 Dec 2023, 08:51","12 Dec 2023, 09:39","","T Bar Row",,"",0,"warmup",40,15,,,
"Matty Back","12 Dec 2023, 08:51","12 Dec 2023, 09:39","","T Bar Row",,"",1,"normal",70,10,,,
"Matty Back","12 Dec 2023, 08:51","12 Dec 2023, 09:39","","T Bar Row",,"",2,"normal",85,10,,,
"Matty Back","12 Dec 2023, 08:51","12 Dec 2023, 09:39","","T Bar Row",,"",3,"normal",85,10,,,
"Matty Back","12 Dec 2023, 08:51","12 Dec 2023, 09:39","","Lat Pulldown (Machine)",,"",0,"normal",205,12,,,
"Matty Back","12 Dec 2023, 08:51","12 Dec 2023, 09:39","","Lat Pulldown (Machine)",,"",1,"normal",205,12,,,
"Matty Back","12 Dec 2023, 08:51","12 Dec 2023, 09:39","","Lat Pulldown (Machine)",,"",2,"normal",205,12,,,
"Matty Back","12 Dec 2023, 08:51","12 Dec 2023, 09:39","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",120,10,,,
"Matty Back","12 Dec 2023, 08:51","12 Dec 2023, 09:39","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",120,10,,,
"Matty Back","12 Dec 2023, 08:51","12 Dec 2023, 09:39","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",120,10,,,
"Matty Back","12 Dec 2023, 08:51","12 Dec 2023, 09:39","","Bicep Curl (Barbell)",,"",0,"normal",70,21,,,
"Matty Back","12 Dec 2023, 08:51","12 Dec 2023, 09:39","","Bicep Curl (Barbell)",,"",1,"normal",50,21,,,
"Matty Back","12 Dec 2023, 08:51","12 Dec 2023, 09:39","","Bicep Curl (Barbell)",,"",2,"normal",50,21,,,
"Matty Back","12 Dec 2023, 08:51","12 Dec 2023, 09:39","","Woodchoppers",,"",0,"normal",35,30,,,
"Matty Back","12 Dec 2023, 08:51","12 Dec 2023, 09:39","","Woodchoppers",,"",1,"normal",35,30,,,
"Matty Chest","11 Dec 2023, 11:49","11 Dec 2023, 12:41","","Incline Bench Press (Dumbbell)",,"",0,"warmup",100,15,,,
"Matty Chest","11 Dec 2023, 11:49","11 Dec 2023, 12:41","","Incline Bench Press (Dumbbell)",,"",1,"normal",150,10,,,
"Matty Chest","11 Dec 2023, 11:49","11 Dec 2023, 12:41","","Incline Bench Press (Dumbbell)",,"",2,"normal",150,10,,,
"Matty Chest","11 Dec 2023, 11:49","11 Dec 2023, 12:41","","Incline Bench Press (Dumbbell)",,"",3,"normal",150,10,,,
"Matty Chest","11 Dec 2023, 11:49","11 Dec 2023, 12:41","","Cable Fly Crossovers",,"",0,"normal",55,12,,,
"Matty Chest","11 Dec 2023, 11:49","11 Dec 2023, 12:41","","Cable Fly Crossovers",,"",1,"normal",65,12,,,
"Matty Chest","11 Dec 2023, 11:49","11 Dec 2023, 12:41","","Cable Fly Crossovers",,"",2,"normal",65,12,,,
"Matty Chest","11 Dec 2023, 11:49","11 Dec 2023, 12:41","","Chest Press (Machine)",,"",0,"normal",245,10,,,
"Matty Chest","11 Dec 2023, 11:49","11 Dec 2023, 12:41","","Chest Press (Machine)",,"",1,"normal",265,10,,,
"Matty Chest","11 Dec 2023, 11:49","11 Dec 2023, 12:41","","Chest Press (Machine)",,"",2,"normal",285,10,,,
"Matty Chest","11 Dec 2023, 11:49","11 Dec 2023, 12:41","","Chest Press (Machine)",,"",3,"dropset",145,20,,,
"Matty Chest","11 Dec 2023, 11:49","11 Dec 2023, 12:41","","Lateral Raise (Dumbbell)",,"",0,"normal",50,15,,,
